Customer ID,Age,Gender,Location,Annual Income,Purchase History,Browsing History,Time on Site,Income Tier,Region,Time on Site Tier
1105,62,Male,City J,83012,"[{""Purchase Date"": ""2024-11-03"", ""Product Category"": ""Clothing"", ""Price"": 424.82, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}, {""Purchase Date"": ""2025-04-11"", ""Product Category"": ""Home & Garden"", ""Price"": 176.6, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}, {""Purchase Date"": ""2024-10-15"", ""Product Category"": ""Clothing"", ""Price"": 911.91, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}]","[{""Timestamp"": ""2025-04-02T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-11-02T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-09-19T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-09-27T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-08-01T11:09:23Z"", ""Product Category"": ""Clothing""}]",387.5,High,Region 4,Very Long
1106,45,Male,City U,95600,"[{""Purchase Date"": ""2025-04-04"", ""Product Category"": ""Clothing"", ""Price"": 870.66, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2024-05-29"", ""Product Category"": ""Electronics"", ""Price"": 246.41, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2025-02-15"", ""Product Category"": ""Home & Garden"", ""Price"": 445.75, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2025-03-20"", ""Product Category"": ""Clothing"", ""Price"": 880.63, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2025-03-15"", ""Product Category"": ""Clothing"", ""Price"": 473.52, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}]","[{""Timestamp"": ""2025-05-01T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-07-02T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-12-04T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-07-27T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",259.5,High,Region 3,Long
1107,48,Female,City R,114223,"[{""Purchase Date"": ""2024-06-06"", ""Product Category"": ""Clothing"", ""Price"": 668.46, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 3}}, {""Purchase Date"": ""2024-10-12"", ""Product Category"": ""Home & Garden"", ""Price"": 870.82, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 3}}, {""Purchase Date"": ""2024-05-14"", ""Product Category"": ""Clothing"", ""Price"": 114.77, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 3}}, {""Purchase Date"": ""2024-10-30"", ""Product Category"": ""Home & Garden"", ""Price"": 717.0, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 3}}, {""Purchase Date"": ""2024-08-30"", ""Product Category"": ""Electronics"", ""Price"": 884.58, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 3}}]","[{""Timestamp"": ""2025-01-26T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-10-12T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-01-03T11:09:23Z"", ""Product Category"": ""Clothing""}]",181.8,Very High,,Medium
1108,58,Male,City T,104533,"[{""Purchase Date"": ""2024-09-14"", ""Product Category"": ""Home & Garden"", ""Price"": 282.23, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 4}}, {""Purchase Date"": ""2024-09-04"", ""Product Category"": ""Clothing"", ""Price"": 85.25, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 4}}, {""Purchase Date"": ""2025-04-10"", ""Product Category"": ""Home & Garden"", ""Price"": 378.5, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 4}}]","[{""Timestamp"": ""2024-11-11T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-09-21T11:09:23Z"", ""Product Category"": ""Electronics""}]",116.5,High,Region 2,Medium
1109,49,Female,City P,82255,"[{""Purchase Date"": ""2024-12-06"", ""Product Category"": ""Clothing"", ""Price"": 837.51, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}, {""Purchase Date"": ""2025-03-25"", ""Product Category"": ""Electronics"", ""Price"": 696.28, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}, {""Purchase Date"": ""2025-03-07"", ""Product Category"": ""Clothing"", ""Price"": 187.69, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}, {""Purchase Date"": ""2024-06-22"", ""Product Category"": ""Electronics"", ""Price"": 465.02, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}, {""Purchase Date"": ""2025-01-05"", ""Product Category"": ""Electronics"", ""Price"": 184.3, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}]","[{""Timestamp"": ""2024-09-14T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-08-19T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-11-12T11:09:23Z"", ""Product Category"": ""Clothing""}]",339.9,High,Region 1,Very Long
1110,65,Female,City I,72929,"[{""Purchase Date"": ""2025-04-03"", ""Product Category"": ""Clothing"", ""Price"": 605.96, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2024-05-20"", ""Product Category"": ""Home & Garden"", ""Price"": 211.4, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2024-06-08"", ""Product Category"": ""Electronics"", ""Price"": 775.37, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2024-05-07"", ""Product Category"": ""Home & Garden"", ""Price"": 824.79, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2025-04-26"", ""Product Category"": ""Clothing"", ""Price"": 424.04, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}]","[{""Timestamp"": ""2024-11-03T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2025-02-04T11:09:23Z"", ""Product Category"": ""Electronics""}]",464.9,Medium,,Very Long
1111,49,Male,City S,40949,"[{""Purchase Date"": ""2024-12-19"", ""Product Category"": ""Home & Garden"", ""Price"": 176.8, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 3}}, {""Purchase Date"": ""2024-06-10"", ""Product Category"": ""Clothing"", ""Price"": 233.31, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 3}}, {""Purchase Date"": ""2025-03-18"", ""Product Category"": ""Home & Garden"", ""Price"": 437.74, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 3}}, {""Purchase Date"": ""2024-07-06"", ""Product Category"": ""Clothing"", ""Price"": 818.31, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 3}}]","[{""Timestamp"": ""2025-02-12T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",304.2,Low,Region 3,Very Long
1112,42,Female,City M,79392,"[{""Purchase Date"": ""2025-03-17"", ""Product Category"": ""Home & Garden"", ""Price"": 258.39, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 5}}]","[{""Timestamp"": ""2024-05-10T11:09:23Z"", ""Product Category"": ""Clothing""}]",30.4,Medium,Region 8,Short
1113,59,Female,City H,58287,"[{""Purchase Date"": ""2024-06-21"", ""Product Category"": ""Clothing"", ""Price"": 994.3, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}, {""Purchase Date"": ""2024-07-27"", ""Product Category"": ""Electronics"", ""Price"": 86.22, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}, {""Purchase Date"": ""2024-09-17"", ""Product Category"": ""Electronics"", ""Price"": 191.23, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}, {""Purchase Date"": ""2024-05-25"", ""Product Category"": ""Electronics"", ""Price"": 900.46, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}]","[{""Timestamp"": ""2024-08-11T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-07-25T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-10-22T11:09:23Z"", ""Product Category"": ""Clothing""}]",357.2,Medium,,Very Long
1114,31,Female,City A,43850,"[{""Purchase Date"": ""2024-12-14"", ""Product Category"": ""Home & Garden"", ""Price"": 952.11, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 3}}, {""Purchase Date"": ""2025-04-05"", ""Product Category"": ""Home & Garden"", ""Price"": 746.06, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 3}}, {""Purchase Date"": ""2024-12-05"", ""Product Category"": ""Clothing"", ""Price"": 766.03, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 3}}, {""Purchase Date"": ""2024-07-24"", ""Product Category"": ""Clothing"", ""Price"": 315.8, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 3}}]","[{""Timestamp"": ""2025-01-07T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-03-22T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-09-05T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-09-12T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-06-24T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",472.0,Low,Region 1,Very Long
1115,52,Female,City H,96755,"[{""Purchase Date"": ""2024-12-21"", ""Product Category"": ""Clothing"", ""Price"": 460.38, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}, {""Purchase Date"": ""2024-07-31"", ""Product Category"": ""Electronics"", ""Price"": 976.28, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}, {""Purchase Date"": ""2024-06-19"", ""Product Category"": ""Electronics"", ""Price"": 586.48, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}]","[{""Timestamp"": ""2024-11-28T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2025-04-23T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-05-21T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2025-02-20T11:09:23Z"", ""Product Category"": ""Electronics""}]",401.3,High,,Very Long
1116,61,Female,City P,103447,"[{""Purchase Date"": ""2024-11-04"", ""Product Category"": ""Electronics"", ""Price"": 630.54, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}]","[{""Timestamp"": ""2025-02-14T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",29.7,High,Region 1,Short
1117,47,Female,City W,30143,"[{""Purchase Date"": ""2024-05-15"", ""Product Category"": ""Electronics"", ""Price"": 870.87, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 5}}, {""Purchase Date"": ""2024-09-20"", ""Product Category"": ""Clothing"", ""Price"": 642.27, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 5}}, {""Purchase Date"": ""2025-04-28"", ""Product Category"": ""Home & Garden"", ""Price"": 599.09, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 5}}, {""Purchase Date"": ""2024-08-01"", ""Product Category"": ""Clothing"", ""Price"": 755.49, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 5}}]","[{""Timestamp"": ""2024-11-01T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-06-23T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-12-13T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-08-11T11:09:23Z"", ""Product Category"": ""Electronics""}]",179.7,Low,Region 4,Medium
1118,48,Male,City U,113611,"[{""Purchase Date"": ""2025-03-24"", ""Product Category"": ""Electronics"", ""Price"": 549.22, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}]","[{""Timestamp"": ""2024-12-27T11:09:23Z"", ""Product Category"": ""Electronics""}]",208.2,Very High,Region 3,Long
1119,46,Male,City Z,105207,"[{""Purchase Date"": ""2024-07-31"", ""Product Category"": ""Home & Garden"", ""Price"": 41.02, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 2}}, {""Purchase Date"": ""2024-07-18"", ""Product Category"": ""Home & Garden"", ""Price"": 133.8, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 2}}, {""Purchase Date"": ""2024-06-28"", ""Product Category"": ""Home & Garden"", ""Price"": 465.82, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 2}}, {""Purchase Date"": ""2025-01-05"", ""Product Category"": ""Clothing"", ""Price"": 387.03, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 2}}, {""Purchase Date"": ""2025-04-28"", ""Product Category"": ""Home & Garden"", ""Price"": 797.75, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 2}}]","[{""Timestamp"": ""2025-01-01T11:09:23Z"", ""Product Category"": ""Electronics""}]",158.3,High,Region 4,Medium
1120,23,Female,City L,43014,"[{""Purchase Date"": ""2024-06-10"", ""Product Category"": ""Home & Garden"", ""Price"": 732.87, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 5}}, {""Purchase Date"": ""2024-06-16"", ""Product Category"": ""Clothing"", ""Price"": 931.01, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 5}}, {""Purchase Date"": ""2024-09-26"", ""Product Category"": ""Home & Garden"", ""Price"": 531.84, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 5}}, {""Purchase Date"": ""2024-10-07"", ""Product Category"": ""Electronics"", ""Price"": 221.5, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 5}}, {""Purchase Date"": ""2024-10-18"", ""Product Category"": ""Clothing"", ""Price"": 423.63, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 5}}]","[{""Timestamp"": ""2024-07-17T11:09:23Z"", ""Product Category"": ""Clothing""}]",94.1,Low,Region 7,Short
1121,20,Female,City F,87172,"[{""Purchase Date"": ""2024-09-09"", ""Product Category"": ""Home & Garden"", ""Price"": 712.34, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 1}}, {""Purchase Date"": ""2024-12-17"", ""Product Category"": ""Electronics"", ""Price"": 96.24, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 1}}]","[{""Timestamp"": ""2024-10-17T11:09:23Z"", ""Product Category"": ""Electronics""}]",134.1,High,Region 7,Medium
1122,65,Male,City M,76311,"[{""Purchase Date"": ""2024-12-09"", ""Product Category"": ""Electronics"", ""Price"": 811.59, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 2}}]","[{""Timestamp"": ""2025-01-27T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-11-30T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-06-14T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-02-04T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2025-02-07T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",110.4,Medium,Region 8,Medium
1123,45,Male,City B,77973,"[{""Purchase Date"": ""2024-09-12"", ""Product Category"": ""Home & Garden"", ""Price"": 693.88, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}, {""Purchase Date"": ""2025-01-16"", ""Product Category"": ""Clothing"", ""Price"": 18.5, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}, {""Purchase Date"": ""2025-04-09"", ""Product Category"": ""Electronics"", ""Price"": 149.63, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}, {""Purchase Date"": ""2025-02-18"", ""Product Category"": ""Clothing"", ""Price"": 780.85, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}]","[{""Timestamp"": ""2024-06-12T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-06-19T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-10-24T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-12-23T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-07-25T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",284.4,Medium,Region 8,Long
1124,43,Female,City O,113106,"[{""Purchase Date"": ""2024-07-03"", ""Product Category"": ""Clothing"", ""Price"": 378.08, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}]","[{""Timestamp"": ""2024-12-30T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-10-28T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",442.7,Very High,Region 5,Very Long
1125,55,Male,City M,35465,"[{""Purchase Date"": ""2025-01-07"", ""Product Category"": ""Electronics"", ""Price"": 634.39, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}, {""Purchase Date"": ""2024-06-15"", ""Product Category"": ""Home & Garden"", ""Price"": 176.58, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}, {""Purchase Date"": ""2024-11-03"", ""Product Category"": ""Electronics"", ""Price"": 551.82, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}, {""Purchase Date"": ""2025-03-14"", ""Product Category"": ""Electronics"", ""Price"": 206.92, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}, {""Purchase Date"": ""2024-07-30"", ""Product Category"": ""Clothing"", ""Price"": 516.34, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}]","[{""Timestamp"": ""2024-08-27T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-07-01T11:09:23Z"", ""Product Category"": ""Clothing""}]",400.3,Low,Region 8,Very Long
1126,25,Female,City A,30414,"[{""Purchase Date"": ""2025-01-27"", ""Product Category"": ""Electronics"", ""Price"": 612.4, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2024-07-09"", ""Product Category"": ""Home & Garden"", ""Price"": 105.07, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2024-09-23"", ""Product Category"": ""Home & Garden"", ""Price"": 765.77, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2024-05-05"", ""Product Category"": ""Electronics"", ""Price"": 501.31, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}]","[{""Timestamp"": ""2025-05-01T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-05-29T11:09:23Z"", ""Product Category"": ""Clothing""}]",233.4,Low,Region 1,Long
1127,51,Male,City V,69603,"[{""Purchase Date"": ""2024-07-26"", ""Product Category"": ""Clothing"", ""Price"": 474.28, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}, {""Purchase Date"": ""2025-03-14"", ""Product Category"": ""Clothing"", ""Price"": 330.57, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}, {""Purchase Date"": ""2024-10-26"", ""Product Category"": ""Clothing"", ""Price"": 153.96, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}, {""Purchase Date"": ""2024-07-29"", ""Product Category"": ""Clothing"", ""Price"": 927.1, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 1}}]","[{""Timestamp"": ""2024-11-15T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2025-04-11T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-07-05T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-04-04T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-05-06T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",94.3,Medium,Region 3,Short
1128,58,Female,City P,48947,"[{""Purchase Date"": ""2024-12-12"", ""Product Category"": ""Clothing"", ""Price"": 208.99, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 3}}, {""Purchase Date"": ""2025-01-13"", ""Product Category"": ""Electronics"", ""Price"": 98.39, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 3}}]","[{""Timestamp"": ""2024-05-25T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-07-25T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-10-14T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-02-13T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-09-18T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",54.8,Low,Region 1,Short
1129,22,Female,City T,93395,"[{""Purchase Date"": ""2024-10-30"", ""Product Category"": ""Home & Garden"", ""Price"": 463.58, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 4}}, {""Purchase Date"": ""2025-01-03"", ""Product Category"": ""Electronics"", ""Price"": 453.18, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 4}}, {""Purchase Date"": ""2024-06-21"", ""Product Category"": ""Electronics"", ""Price"": 866.11, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 4}}, {""Purchase Date"": ""2025-01-30"", ""Product Category"": ""Clothing"", ""Price"": 617.55, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 4}}, {""Purchase Date"": ""2025-03-24"", ""Product Category"": ""Home & Garden"", ""Price"": 411.05, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 4}}]","[{""Timestamp"": ""2025-04-13T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-05-14T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-12-07T11:09:23Z"", ""Product Category"": ""Clothing""}]",386.4,High,Region 2,Very Long
1130,53,Male,City Z,39016,"[{""Purchase Date"": ""2025-02-27"", ""Product Category"": ""Electronics"", ""Price"": 473.5, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 4}}, {""Purchase Date"": ""2024-10-26"", ""Product Category"": ""Electronics"", ""Price"": 993.91, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 4}}, {""Purchase Date"": ""2024-10-09"", ""Product Category"": ""Home & Garden"", ""Price"": 377.02, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 4}}, {""Purchase Date"": ""2025-02-07"", ""Product Category"": ""Home & Garden"", ""Price"": 768.39, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 4}}]","[{""Timestamp"": ""2024-11-16T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2025-04-19T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-05-20T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2025-01-23T11:09:23Z"", ""Product Category"": ""Electronics""}]",478.0,Low,Region 4,Very Long
1131,48,Male,City O,107949,"[{""Purchase Date"": ""2024-06-22"", ""Product Category"": ""Home & Garden"", ""Price"": 405.09, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 1}}, {""Purchase Date"": ""2025-04-22"", ""Product Category"": ""Clothing"", ""Price"": 69.32, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 1}}, {""Purchase Date"": ""2025-04-18"", ""Product Category"": ""Home & Garden"", ""Price"": 483.32, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 1}}]","[{""Timestamp"": ""2024-10-31T11:09:23Z"", ""Product Category"": ""Electronics""}]",432.5,High,Region 5,Very Long
1132,38,Female,City V,65838,"[{""Purchase Date"": ""2024-12-25"", ""Product Category"": ""Home & Garden"", ""Price"": 751.01, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 5}}]","[{""Timestamp"": ""2025-03-13T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-10-09T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-04-07T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-06-26T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",377.0,Medium,Region 3,Very Long
1133,18,Male,City J,80427,"[{""Purchase Date"": ""2025-02-06"", ""Product Category"": ""Clothing"", ""Price"": 586.96, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 1}}, {""Purchase Date"": ""2025-04-23"", ""Product Category"": ""Clothing"", ""Price"": 60.83, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 1}}, {""Purchase Date"": ""2025-04-27"", ""Product Category"": ""Electronics"", ""Price"": 853.38, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 1}}]","[{""Timestamp"": ""2024-11-20T11:09:23Z"", ""Product Category"": ""Electronics""}]",346.7,High,Region 4,Very Long
1134,43,Female,City N,118411,"[{""Purchase Date"": ""2024-07-04"", ""Product Category"": ""Home & Garden"", ""Price"": 907.0, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}, {""Purchase Date"": ""2025-04-14"", ""Product Category"": ""Electronics"", ""Price"": 912.55, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}, {""Purchase Date"": ""2024-08-01"", ""Product Category"": ""Home & Garden"", ""Price"": 221.42, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}]","[{""Timestamp"": ""2024-06-30T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-04-27T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-04-14T11:09:23Z"", ""Product Category"": ""Electronics""}]",400.1,Very High,Region 2,Very Long
1135,34,Male,City H,103030,"[{""Purchase Date"": ""2025-01-26"", ""Product Category"": ""Electronics"", ""Price"": 603.56, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 4}}]","[{""Timestamp"": ""2024-12-12T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2025-04-07T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-10-22T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2025-03-16T11:09:23Z"", ""Product Category"": ""Electronics""}]",394.0,High,,Very Long
